Contig_ID	MG100014_R2	MG100015_R2	MG100016_R2	MG100017_R2		MG100019_R2	MG100020_R2	MG100021_R2	MG100022_R2	MG100023_R2	MG100024_R2	MG100025_R2	MG100026_R2	MG100027_R2		MG100029_R2	MG100030_R2	MG100031_R2	MG100032_R2	MG100033_R2	MG100034_R2		MG100036_R2	
contig-100_11603	0	0	0	0.558763		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11604	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.111753	0		0	
contig-100_11605	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.223505		0	
contig-100_11606	0	0	0	0		0	0	0	0	0	0.447932	0	0	0		0	0	0	0	0	0		0	
contig-100_11607	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.223966	0	0	0	0		0.111983	
contig-100_11608	0	0	0	0		0	0	0	0	0	0	0	0	0		0.335949	0	0	0	0	0		0	
contig-100_11609	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0.671899	0	0		0	
contig-100_11610	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.111983	0		0	
contig-100_11611	0	0	0	0		0	0	0	0	0.447932	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11612	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11613	0.671899	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11614	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.335949	
contig-100_11615	0	0	0	0		0	0	0	0.447932	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11616	0	0	0	0		0	0	0	0	0	0	0	0	0.335949		0	0	0	0	0	0		0	
contig-100_11617	0.223966	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11618	0	0	0	0.111983		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.111983	
contig-100_11619	0	0	0.559915	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11620	0	0	0	0.111983		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11621	0	0	0	0.111983		0	0.111983	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11622	0	0	0	0.223966		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11623	0	0	0	0		0	0.111983	0	0	0	0	0	0	0.111983		0	0	0	0	0	0		0	
contig-100_11624	0	0	0	0		0	0	0	0.111983	0.111983	0	0	0	0		0	0.111983	0	0	0.111983	0		0	
contig-100_11625	0	0	0	0		0	0	0	0	0	0	0	0.671899	0		0	0	0	0	0	0		0	
contig-100_11626	0	0	0	0		0	0	0	0.111983	0	0	0	0	0.111983		0	0	0	0	0.111983	0		0	
contig-100_11627	0.111983	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11628	0	0	0	0.223966		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11629	0	0	0	0.111983		0	0.111983	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11630	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.335949	
contig-100_11631	0	0	0	0		0	0	0	0	0	0	0	0	0.671899		0	0	0	0	0	0		0	
contig-100_11632	0	0	0	0.223966		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11633	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.559915	
contig-100_11634	0	0	0	0.335949		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11635	0.447932	0	0	0		0	0	0	0	0	0	0	0	0		11.0863	0	0	0	0	0		0	
contig-100_11636	0	0	0	0		0	0	0	0.111983	0	0	0	0	0		0	0.447932	0	0	0	0		0	
contig-100_11637	0	0	0	0.223966		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11638	0	0	0	0.559915		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11639	0	0	0	0		0	0	0	0	0.559915	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11640	0	0	0.447932	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11641	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.447932	0		0.223966	
contig-100_11642	0	0	0	0		0	0	0	0.111983	0	0	0	0	0		0	0.111983	0	0	0	0		0	
contig-100_11643	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.223966	0	0	0	0		0	
contig-100_11644	0	0	0	0		0	0.111983	0	0	0	0	0	0	0		0	0.223966	0	0	0	0		0	
contig-100_11645	0	0	0	0		0	0	0.112214	0	0	0	0	0	0		0	0	0	0	0	0.448858		0	
contig-100_11646	0	0	0	0		0	0	0	0	0	0	0	0	0		0.673287	0	0	0	0	0		0	
contig-100_11647	0.673287	0	0	0		0	0	0	0	2.69315	0	0	0	3.70308		0	0	0.673287	0	0	0		0	
contig-100_11648	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	2.3565	0		0	
contig-100_11649	0	0	0	0.112214		0	0.112214	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11650	0	0	0	0		0	0	0	0	0	0	0	0	0.112214		0	0.224429	0	0	0	0		0.224429	
contig-100_11651	0	0	0.224429	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.224429	0		0	
contig-100_11652	0	0	0	0.336643		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11653	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.224429	0		0	
contig-100_11654	0	0	0	0		0	0	0.673287	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11655	0	0	0	0		0	0	0	0	0	0	0	0.336643	0		0	0	0	0	0	0		0	
contig-100_11656	0	0	0	0		0	0.224429	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11657	0	0	0.112214	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11658	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.336643		0	
contig-100_11659	0.336643	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11660	0	0	0	0		0	0.112214	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11661	0.224429	0	0	0		1.12214	0	0	0	0	0	0	0	0.336643		0	0	0	0	0	0.224429		0	
contig-100_11662	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.897716	0		0	
contig-100_11663	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.224429	0	0	0	0		0	
contig-100_11664	0	0	0	0		0.224429	2.3565	0.224429	0	0	0.448858	0	0	0		0	0	0	0	0	2.58093		0	
contig-100_11665	0	0	0	0		6.1718	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11666	0	0	0	0		0	0	0	0	0.336643	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11667	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11668	0	0	0	0		0	0	0	0	0	0	0	0.673287	0		0	0	0	0	0	0		0	
contig-100_11669	0	0	0	0.112214		0	0.112214	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11670	0	0	0	0		0	0	0	0	0	0	0	0	0		0	1.34657	0	0	13.6902	0		0	
contig-100_11671	0.336643	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11672	0	0	0	0.336643		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11673	0	0	0	0		0	0	0	0	0	0	0	0	0.112214		0	0.112214	0	0	0.224429	0		0	
contig-100_11674	0	0	0.112214	0		0	0	0.112214	0	0	0	0	0	0.224429		0	0	0	0	0	0		0	
contig-100_11675	0	0	0	0		0	0	0	3.25422	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11676	0	0	0	0.112214		0	0.112214	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11677	0	0	0	0.224429		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11678	0	0	0	0		0	0	0	0	0	0	0	0	0		0.224429	0	0	0	0.112214	0		0	
contig-100_11679	0	0	0	0		0	0	0	0	0	0	0	0	2.24429		0	0	0	0	0	0		0	
contig-100_11680	0	0	0	0.112214		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11681	0.33734	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0.562234	0	0	0		0	
contig-100_11682	0	0	0	0		0	0	0	0	0	0	0.112447	0	0.112447		0.112447	0.112447	0	0	0	0		0	
contig-100_11683	0	0	0	0		0.33734	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11684	0	0	0	0		0	0	0.112447	0	0	0	0	0.787128	0		0	0	0	0	0	0		0	
contig-100_11685	0.112447	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11686	0	0	0	0		0.562234	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11687	0	0	0	0.112447		0	0.112447	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11688	0	0	0	0.224894		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11689	0	0	0	0.112447		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11690	0	0.112447	0	0.33734		0	0.112447	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11691	0	0	0	0		0	0	0	0	0	0	0	0	0.224894		0	0	0	0	0	0		0	
contig-100_11692	0	0	0	0		0	0	0	0	0	0	0	0	0		0.787128	0	0	0	0	0		0	
contig-100_11693	0	0	0	0.112447		0	0.112447	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11694	0	0	0	0		0	0	0	0	0	0	0	0.33734	0		0	0	0	0	0	0		0	
contig-100_11695	0	0	0.112447	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.112447	
contig-100_11696	0	0	0	0.224894		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11697	0.562234	0	0	0		4.94766	0	0	2.69872	0	0	0	0	0		0	1.12447	0	0	0	0		1.12447	
contig-100_11698	0	0	0	0		0	0.112447	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11699	0	0.112447	0	0		0	0	0	0	0	0	0	0	0		0	0.112447	0	0	0	0		0	
contig-100_11700	0	0	0	0		0	0	0	0	0.112447	0	0	0	0		0	0	0	0	0	3.03606		0	
contig-100_11701	0	0	0	0		0	0	0	0	0	0	0	0	0		0.33734	0	0	0	0	0		0	
contig-100_11702	0	0	0	0		0	0	0	0	0	0	0	0.33734	0		0	0	0	0	0	0		0	
contig-100_11703	0	0	0	0		0	0	0	0.449787	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11704	0	0	0	0		0	0	0.112447	0	0	0	0	0	0		0	0	3.93564	0	0	0		0	
contig-100_11705	0	0.112447	0.112447	0		0	0	0	0.112447	0	0	0	0	0.112447		0	0	0	0	0	0		0.112447	
contig-100_11706	0	0	0	0		0	0	0	0	0	0	0	0	0.224894		0	0.33734	0	0	0	0		0	
contig-100_11707	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.674681	
contig-100_11708	0	0	0	0.224894		0	0	0	0	0.112447	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11709	0	0	0	0		0	0	0.449787	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11710	0	0	0	0		0	0	0.224894	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11711	0	0	0	0		0	0	0	0	0	0	0	0.224894	0		0	0	0	0	0	0.224894		0.33734	
contig-100_11712	0.449787	0	0	0		2.02404	12.0318	1.46181	0.224894	0	4.16053	0	0	0.674681		0	0	0	0	0	8.54596		0	
contig-100_11713	0.112447	9.10819	0	0		0	0	0	0	9.10819	0	0	0	0.112447		0	0	0.562234	0	0	0		0	
contig-100_11714	0	0	0	0.562234		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11715	0	0	0	0.224894		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11716	0	0	0	0		0	0.11268	0	0	0	0	0	0	0		0	0	0	0	0	0		0.11268	
contig-100_11717	0	0	0	0		0	0	0	0	0.33804	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11718	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.22536		0.5634	
contig-100_11719	0	0	0	0.45072		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11720	0	0	0	0		0	0	0	0	0.33804	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11721	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.22536		0	
contig-100_11722	0	0	0	0.11268		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11723	0	0	0	0		0.22536	6.64813	0.11268	0	0	1.80288	0	0	0		0	0	0	0	0	0		0	
contig-100_11724	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.33804	0	0	0.11268	0		0	
contig-100_11725	0	0	0	0.33804		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11726	0	0	0	0		0	0	0	0	0	0	0	0.45072	0		0	0	0	0	0	0		0	
contig-100_11727	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11728	0	0	0	0		0	0.33804	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11729	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.33804	
contig-100_11730	0	0	0.11268	0		0	0	0	0	0	0	0	0.11268	0		0	0	0	0	0	0		0	
contig-100_11731	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.22536	0	0	0	0		0	
contig-100_11732	0	0	0	0.33804		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11733	0.22536	0	0	0		0	0	0	0	0.11268	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11734	0.22536	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.33804		0	
contig-100_11735	0	0	0	0.33804		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.11268	
contig-100_11736	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.11268		0	
contig-100_11737	0	0	0	0.22536		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11738	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.22536	0	0	0	0		0	
contig-100_11739	0.22536	0	3.26772	0		0	0	0	0	1.91556	0	0	0	0.22536		0	0	0.11268	0	0	0		0	
contig-100_11740	0	0	0	0		0	0	0	0.11268	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11741	0.11268	0	0	0		0.11268	0	0.11268	0	0	0	0	0	0		0	0	0	0	0	2.92968		0	
contig-100_11742	0	0	0	0		0	0.45072	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11743	0	0	0	0		0	0	0	0	0	0	0	0.5634	0		0	0	0	0	0	0		0	
contig-100_11744	0	0	0	0		0	1.01412	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11745	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11746	0	0	0	0.5634		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11747	0	0	0	0		0	0.22536	0	0	0	0.11268	0	0	0		0	0	0	0	0	0		0	
contig-100_11748	0	0	0	0		0	0.112914	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11749	13.5497	0	0	0		0.225829	0	0.112914	1.35497	0	0	0	0	0		0.677486	0	0.564572	0	0	0		0	
contig-100_11750	0	0	0	0		0	0	0	0	0	0	0	0	4.51657		0	0	0	0	0	0		0	
contig-100_11751	0	0	0	0		0	0	0	0.564572	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11752	0	0	0	0		0.225829	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11753	0	0	0	0		0	0	0	0.564572	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11754	0	0	0	0		0	0	0	0	0	0	0	0.677486	0		0	0	0	0	0	0		0	
contig-100_11755	0	0	0	0		0	0	0	0	0.225829	0	0	0	0		0	0	0	0	0.112914	0		0	
contig-100_11756	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.225829	0	0	0	0		0	
contig-100_11757	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.338743	
contig-100_11758	0	0	0	0		0	0.112914	0	0	0	0	0	0.677486	0		0	0	0	0	0	0		0	
contig-100_11759	0	0	0	0		0	0	0	0	0	0	0	0	0		0	3.50034	0	0	0	0		0	
contig-100_11760	0	0.112914	0.112914	0		0	0	0	0.112914	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11761	0.338743	0	3.83909	0		0	0	0	0	0.677486	0	0	0	0.225829		0	0	0	0	0	0		0	
contig-100_11762	0	0	0	0		0	0	0	0	0	0	0	0.451657	0		0	0	0	0	0	0		0	
contig-100_11763	0	0	0	0		0	0.7904	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11764	0	0	0	0		0	0	0	0.225829	0	0	0	0	0		0	0	0	0	0.112914	0		0	
contig-100_11765	0	0	0	0.225829		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11766	0	0	0	0		0	0.7904	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11767	0	0	0	0		0	0	0	0	0.112914	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11768	0	0	0.338743	0		0	0	0	0	0	0	0	0	0		0.112914	0	0	0	0	0		0	
contig-100_11769	0	0	0	0		0	0	0	0	0	0	0	0.7904	0		0	0	0	0	0	0		0	
contig-100_11770	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.338743		0	
contig-100_11771	0	0	0.338743	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11772	0	0	0	0.112914		0	0.112914	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11773	0	0	0	0		0	0.338743	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11774	0	0	0	0		0	0	0	0	0.112914	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11775	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.112914		0	
contig-100_11776	0	0.112914	0	0		0	0	0	0	0	0	0.112914	0	0.112914		0	0	0	0	0	0		0	
contig-100_11777	0.112914	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11778	0	0	0	0.339449		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11779	0	0	0	0		0	0	0	0	0	0	0	0.565748	0		0	0	0	0	0	0		0	
contig-100_11780	0.452598	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11781	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.11315		0	
contig-100_11782	0.11315	0	0	0		0	0	0	0	0	0	0	0	0		0.11315	0	0	0	0	0		0	
contig-100_11783	0.11315	0	0	0		0	0	0	0	0.11315	0	0	0	0		0	0	0.11315	0	0	0		0	
contig-100_11784	0	0	0	0		0	0	0	0	0	0	0	0	0.11315		0	0.11315	0	0	0	0		0	
contig-100_11785	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.226299		0	
contig-100_11786	0	0	0	0		0	0	0	0	0	0	0	0.339449	0		0	0	0	0	0	0		0	
contig-100_11787	0	0	0	0		0	0	0	0.11315	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11788	0.11315	0	0	0		0	0	0	0.11315	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11789	0	0	0	0.11315		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11790	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.452598	0	0	0	0		0	
contig-100_11791	0	0	0	0		0	0.11315	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11792	0	0	0	0		0	0.565748	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11793	0	0	0	0		0	0	0	0	0.11315	0	0	0	0		0	0	0	0	0.339449	0		0	
contig-100_11794	0	0	0	0		0.452598	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11795	0	0	0	0		0	0	0	0	0	0.226299	0	0	0		0	0	0	0	0	0		0	
contig-100_11796	0.11315	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.339449		0	
contig-100_11797	0	0	0	0		0	0	0	0	0	0	0	0	0.11315		0	0	0	0	0	0		0	
contig-100_11798	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.11315	0	0	0	0		0	
contig-100_11799	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.11315	0	0	0	0		0	
contig-100_11800	0	0	0	0		0	0.226299	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11801	0	0	0	0.226299		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11802	0	0	0	0.226299		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11803	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.339449	0	0	0	0		0	
contig-100_11804	0.11315	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11805	0	0	0	0		0	0	0	0	0	0	0	0.678898	0		0	0	0	0	0	0		0	
contig-100_11806	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0.452598	0	0	0		0	
contig-100_11807	0	0	0	0		0	0	0	0	0	0	0	0.226299	0		0	0.226299	0	0	0	0		0	
contig-100_11808	0	0	0	0		0	0	0	0.11315	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11809	0.226299	0	0	0		0	0	0	0	0	0	0	0	0.226299		0	0	0	0	0	0		0	
contig-100_11810	0	0	0	0		0	0	0	0	0	0	0	0	0.11315		0	0.11315	0	0	0	0		0	
contig-100_11811	0	0	0	0		0	0.11315	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11812	0	0	0	0		0	0.11315	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11813	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.339449	0	0	0	0		0	
contig-100_11814	0	0	0	0		0	0	0	0.452598	0.792047	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11815	0.678898	0	0	0		0.339449	5.31803	0.565748	0	0	1.47094	0	0	0.226299		0	0	0	0	0	0		0	
contig-100_11816	0	0	0	0		0	0	0	0	0	0	0	0.340157	0		0	0	0	0	0	0		0	
contig-100_11817	0	0	0	0.226772		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11818	0	0	0	0		0	0	0	0	7.14331	0	0	0	0		0	0	0.113386	0	0	0		0	
contig-100_11819	0	0	0	0		0	0	0	0.907086	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11820	0	0	0	0		0	0	0	0	0	0	0	0.226772	0		0	0	0	0	0	0		0	
contig-100_11821	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.453543	0	0	0	0		0	
contig-100_11822	0	0	0	0		0	0	0	0	0	0	0	0	0.226772		0	0.226772	0	0	0	0		0	
contig-100_11823	0	0	0	0		0	0	0	0	0	0	0	0	0		0.226772	0	0	0	0	0		0	
contig-100_11824	0	0.113386	0	0		0	0	0	0.113386	0.566929	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11825	0.340157	0	0.566929	0		0	0	0	0	12.4724	0	0	0	0.793701		0	0	0.566929	0	0	0		0	
contig-100_11826	0	0	0	0.226772		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11827	0	0	0.226772	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11828	0	0	0	0		1.13386	0	0	4.19527	0	0	0	0	0		0	0.340157	0	0	0	0		0.453543	
contig-100_11829	0	0	0	0		0	0	0	0	0	0	0	0.226772	0		0	0	0	0	0	0		0	
contig-100_11830	0	0	0	0.113386		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11831	0	0	0	0.113386		0	0.226772	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11832	0	0	0	0.113386		0	0.113386	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11833	0	0	0.453543	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11834	0	0	0	0		0	0	0	0	0	0.113386	0	0	0		0	0	0	0	0	0		0	
contig-100_11835	0	0	0	0		0	0	0	0	0	0	0	0.340157	0		0	0	0	0	0	0		0	
contig-100_11836	0	0	0	0		0	0	0	0	0	0	0	0.340157	0		0	0	0	0	0	0		0	
contig-100_11837	0	0	0	0.453543		0	0.226772	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11838	1.92756	0	0	0		3.62835	0	0	0	0	0	0	0	0		0	0.566929	0	0	0	0		0	
contig-100_11839	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.340157		0	
contig-100_11840	0	0	0	0		0	0	0.113386	0	0	0	0	0	0		0	0.113386	0	0	0.113386	0		0	
contig-100_11841	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.113386		0	
contig-100_11842	0	0	0	0		0	0	0	0	0.680315	0	0	0	2.15433		0	0.340157	0	0	0	0		0	
contig-100_11843	0	0	0	0.113386		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.113386		0	
contig-100_11844	0	0	0.453543	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11845	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.113386	0	0	0.566929	0		0	
contig-100_11846	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.226772		0	
contig-100_11847	0	0	0	0.680315		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11848	0	0	0	0		0	0	0	0	0	0.113386	0	0.113386	0		0	0	0	0	0	0		0	
contig-100_11849	0	0	0	0		0	0	0	0	0	0	0	1.02047	0		0	0	0	0	0	0		0	
contig-100_11850	0.453543	0	15.0803	0		0	0	0	0	0	0	0	0	2.15433		0	0	0.226772	0	0	0		0	
contig-100_11851	0	0	0	0		0	0	0	0	0	0	0	0	0		0.227246	0	0	0	0	0		0	
contig-100_11852	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.113623	0	0	0	0		0	
contig-100_11853	0	0	0	0.227246		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11854	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.227246	0	0	0	0		0	
contig-100_11855	0.113623	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11856	0.227246	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11857	0	0	0	0		0	0.113623	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11858	0	0	0	0		0.340869	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_11859	0.795361	0	0	0		0	0	0	0	0.681738	0	0	0	0		0	0	0	0	0	0		0	
